"Main Title","Official Title (en)","Official Title (ja)","Synopsis","Animation Work","Chief Animation Direction","Direction","Chief Direction","Original Work","Series Composition","Animation Character Design","Original Plan","Music","Character Design","Work","Air Date","Cast","Type","Season","Year","Tags","Char Tags","Max Rating","synopsis_length","filter_type","filter_year","Resources","Image Link Path","Logo Image Link Path","Backdrop Image Link Path","Poster Image Link Path"
"Seikai no Monshou","Crest of the Stars","星界の紋章","Based on the scifi novel series by Morioka Hiroyuki. Linn Jintos life changes forever when the Humankind Empire Abh takes over his home planet of Martine without firing a single shot. He is soon sent off to study the Abh language and culture and to prepare himself for his future as a nobleman a future he never dreamed of, asked for, or even wanted. Now, Jinto is entering the next phase of his training, and he is about to meet the first Abh in his life, the lovely Lafiel. However, Jinto is about to learn that there is more to her than meets the eye, and together they will have to fight for their very lives.","Sunrise",\N,"Nagaoka Yasuchika",\N,"Morioka Hiroyuki","Yoshinaga Aya",\N,\N,"Hattori Katsuhisa","Watabe Keisuke","OB Planning Pastel","[""03.01.1999"", ""10.01.1999"", ""17.01.1999"", ""24.01.1999"", ""31.01.1999"", ""07.02.1999"", ""14.02.1999"", ""21.02.1999"", ""28.02.1999"", ""07.03.1999"", ""14.03.1999"", ""21.03.1999"", ""28.03.1999"", ""03.01.1999"", ""03.01.1999"", ""10.01.1999"", ""28.03.1999""]","{""Kawasumi Ayako"": ""Abriel Nei Debrusc Borl Paryun Lafiel"", ""Imai Yuka"": ""Linn Syun-Rock Dreu Haider Jinto"", ""Suzuoki Hirotaka"": ""Abriel Nei Debrusc Larth Kryb Debeus"", ""Doi Mika"": ""Abriel Nei Debrusc Spunej Ramaj"", ""Shiozawa Kaneto"": ""Abriel Nei Lamsar Larth Balkei Dusanyu"", ""Koyasu Takehito"": ""Atosryua Syun-Atos Lyuf Raika Febdak Klowal"", ""Mugihito"": ""Atosryua Syun-Atos Lyuf Raika Febdak Srguf"", ""Chiba Isshin"": ""Deesh"", ""Fuji Takako"": ""Gyumuryua"", ""Ikemizu Michihiro"": ""Kaito""}","TV Series, 13 episodes","Winter 1998/99","03.01.1999 until 28.03.1999","nudity | cast | male protagonist | strong female lead | ending | happy ending | plot continuity | storytelling | dialogue driven | time skip | action | car chases | gunfights | space battles | adventure | romance | boy meets girl | slow when it comes to love | speculative fiction | fantasy | science fiction | human enhancement | genetic modification | space opera | space travel | faster-than-light travel | breasts | large breasts | small breasts | Japanese production | novel | place | space | other planet | shipboard | time | future | fictional language | disaster | war | immortality | imperialism | military | propaganda | racism | sociocultural evolution | amusement park visit | furo scene | no opening segment | post-credits scene","accessories | glasses(1) | sword(1) | clothing | military uniform(8) | entity | abh(14) | domestic cat(1) | human(10) | fashion accessories | earring(2) | hairband(1) | looks | black hair(1) | blue eyes(7) | blue hair(13) | braids(1) | brown eyes(2) | brown hair(2) | goatee(1) | green eyes(2) | grey eyes(1) | long hair(4) | pointy ears(2) | purple eyes(2) | red eyes(2) | short hair(8) | shoulder-length hair(1) | very long hair(3) | yellow eyes(1) | role | count(1) | empress(1) | king(1) | princess(1) | vessel captain(1) | traits | adolescent(3) | child(1) | ojou-sama laugh(1) | tsundere(1) | young adult(12)",8.7,613,"TV Series",1999,"{""Official website"": ""http://www.sunrise-inc.co.jp/seikai/"", ""Wiki (en)"": ""https://en.wikipedia.org/wiki/Crest_of_the_Stars"", ""Wiki (jp)"": ""https://ja.wikipedia.org/wiki/星界の紋章"", ""Crunchyroll"": ""https://www.crunchyroll.com/series/GVDHX8QXW/"", ""Funimation"": ""https://www.funimation.com/shows/crest-of-the-stars-/"", "".lain"": ""http://lain.gr.jp/mediadb/media/270"", ""Allcinema"": ""https://www.allcinema.net/cinema/90291"", ""Anison"": ""http://anison.info/data/program/1869.html"", ""Syoboi"": ""https://cal.syoboi.jp/tid/1333/time"", ""ANN"": ""https://www.animenewsnetwork.com/encyclopedia/anime.php?id=14"", ""IMDB"": ""https://www.imdb.com/title/tt0286390"", ""MAL"": ""https://myanimelist.net/anime/290"", ""TMDB"": ""https://www.themoviedb.org/tv/26209"", ""VNDB"": ""https://vndb.org/v11753""}","0_2f7f76c7330c0a6b369d17a26ae91c38f028c8b89d792999659ea2603d6065e3.png","0_08efc9c993cc1576528f2f1e13d6817c946d0233c44cb8be1e9ada46ba5efdf2.png","0_58c14ca3af4ef4354f9edbc3d6c23dbe1e8a3f6504bb77aed266b98491b7de27.png","0_19bfce81ead2ee12056a8e2ced09af940708ab40187510b8838d1d904fb32c08"
"3x3 Eyes","3x3 Eyes","3×3 EYES","Pai is the last of the Sanjiyan a magical race of 3eyed creatures, and she comes in search of Tokyo highschool student Yakumo with news of his fathers death and hopes of becoming human. After a fatal accident, Pai is forced to absorb Yakumos soul to keep him from dying, making him an undead creature bound to her. Their journey to make Pai human becomes complicated with dark forces seeking to stop them, especially when Pais crueler nature emerges...","Toei Animation","Abe Hisashi","Nishio Daisuke Takenouchi Kazuhisa",\N,"Takada Yuuzou","Hanada Jukki",\N,\N,"Wada Kaoru","Arai Kouichi","TAVAC Toei Douga","[""25.07.1991"", ""26.09.1991"", ""23.01.1992"", ""19.03.1992"", """", """"]","{""Tsujitani Kouji"": ""Fujii Yakumo"", ""Ootsuka Akio"": ""Benares"", ""Orikasa Ai"": ""Lee Ling Ling"", ""Tanaka Mayumi"": ""Meixing Long"", ""Hayashibara Megumi"": ""Pai Parvati IV""}","OVA, 4 episodes","Summer 1991","25.07.1991 until 19.03.1992","violence | gore | cast | strong female lead | action | gunfights | speculative fiction | fantasy | demon | horror | Japanese production | manga | time | present | seinen | death | death is cheap | immortality | sports | combat | confession | stargazing","abilities | agile(1) | close combat -- TO BE SPLIT AND DELETED(1) | dark magic(1) | extreme durability(1) | magic(1) | summoning(1) | accessories | bandage wrapping(1) | belt bag(1) | explosives(1) | glasses(3) | clothing | cheongsam(1) | school uniform(1) | entity | sanjiyan(2) | fashion accessories | fedora(1) | trouser braces(1) | looks | black hair(2) | brown hair(1) | cuteness fang(1) | permanently closed eyes(1) | pointy ears(2) | red eyes(2) | short(1) | sidelocks(1) | single extra eye(1) | yellow hair(1) | role | demon lord(1) | shaman(1) | student(1) | traits | greedy(1) | immature(1) | immortality(2) | multiple personality disorder(1) | physically strong(1) | smoker(1)",6.92,452,"OVA",1991,"{""Official website"": ""http://www.starchild.co.jp/special/33eyes/"", ""Wiki (en)"": ""https://en.wikipedia.org/wiki/3×3_Eyes"", ""Wiki (jp)"": ""https://ja.wikipedia.org/wiki/3×3_EYES"", "".lain"": ""http://lain.gr.jp/mediadb/media/1372"", ""Allcinema"": ""https://www.allcinema.net/cinema/88264"", ""Anison"": ""http://anison.info/data/program/544.html"", ""Syoboi"": ""https://cal.syoboi.jp/tid/1799/time"", ""ANN"": ""https://www.animenewsnetwork.com/encyclopedia/anime.php?id=382"", ""IMDB"": ""https://www.imdb.com/title/tt0102847"", ""MAL"": ""https://myanimelist.net/anime/300"", ""TMDB"": ""https://www.themoviedb.org/tv/62913"", ""VNDB"": ""https://vndb.org/v4547""}","1_d4cf6b4aeb0daa799cedd3487263d684a201e50fd368a46ecaa7230171fec51c.png",\N,"1_d75b8f3a56d06b170855981ba1a437d35d319d3d438a72146c6af59e52d7c9e3.png","1_9a425313c5641a5a4dc5f8ea637760f48d843058bb01cf8b6bff6972a8ea2056"
"3x3 Eyes: Seima Densetsu","3x3 Eyes: Legend of the Divine Demon","3×3 EYES -聖魔伝説-","Pai is the last of the Sanjiyan an ancient magical race with three eyes. After meeting Yakumos father, she wanted to become human. Now, after the cliffhanger in the first series, Pai is a schoolgirl with best friends and no memory of who she was. Her normal life suddenly changes when Yakumo, whose soul is bound to hers after she turned him into an immortal undead, finally finds her. Evil forces try to chain Pais power and keep her from remembering who she was, as the battles are taken to the ancient lands of the Sanjiyan.","Studio Junio",\N,"Takenouchi Kazuhisa",\N,"Takada Yuuzou",\N,\N,\N,"Wada Kaoru","Kumagai Tetsuya","Studio Junio TAVAC","[""25.07.1995"", ""18.12.1995"", ""25.06.1996""]","{""Tsujitani Kouji"": ""Fujii Yakumo"", ""Hayashibara Megumi"": ""Pai""}","OVA, 3 episodes","Summer 1995","25.07.1995 until 25.06.1996","nudity | violence | plot continuity | action | gunfights | speculative fiction | fantasy | contemporary fantasy | demon | horror | Japanese production | manga | place | Earth | Asia | Japan | time | present | seinen | long episodes | amnesia | death | death is cheap | immortality | paradise lost","abilities | agile(1) | close combat -- TO BE SPLIT AND DELETED(1) | dark magic(1) | extreme durability(1) | magic(1) | summoning(1) | accessories | bandage wrapping(1) | belt bag(1) | explosives(1) | entity | sanjiyan(2) | fashion accessories | trouser braces(1) | looks | black hair(2) | cuteness fang(1) | permanently closed eyes(1) | red eyes(2) | short(1) | sidelocks(1) | single extra eye(1) | yellow hair(1) | role | demon lord(1) | shaman(1) | traits | immature(1) | immortality(2) | multiple personality disorder(1) | physically strong(1)",7.11,527,"OVA",1995,"{""Official website"": ""http://www.starchild.co.jp/special/33eyes/"", ""Wiki (en)"": ""https://en.wikipedia.org/wiki/3×3_Eyes"", ""Wiki (jp)"": ""https://ja.wikipedia.org/wiki/3×3_EYES"", "".lain"": ""http://lain.gr.jp/mediadb/media/1373"", ""Allcinema"": ""https://www.allcinema.net/cinema/159374"", ""Anison"": ""http://anison.info/data/program/3101.html"", ""Syoboi"": ""https://cal.syoboi.jp/tid/1824/time"", ""ANN"": ""https://www.animenewsnetwork.com/encyclopedia/anime.php?id=792"", ""MAL"": ""https://myanimelist.net/anime/1225""}","2_816714990e585ab708ba838d43a7db228963a434c35efea88061e74ba02b8e71.png",\N,"2_816714990e585ab708ba838d43a7db228963a434c35efea88061e74ba02b8e71.png",\N
"Seikai no Senki","Banner of the Stars","星界の戦旗","Based on the scifi novel series by Morioka Hiroyuki. Three years after their adventure, Lafiel becomes captain on the brand new assault ship Basroil and Jinto finishes his training to become a supply officer and joins Lafiels crew. They set out to join a large fleet with the mission to defend the strategically important Aptic Gate from a force 15 times larger than their own. And to make matters worse, their new fleet commander is from the Bebaus family, a family notorious for their Spectacular Insanity.","Sunrise","Shino Masanori Watabe Keisuke","Nagaoka Yasuchika",\N,"Morioka Hiroyuki",\N,"Kanno Hiroki",\N,"Hattori Katsuhisa","Watabe Keisuke",\N,"[""14.04.2000"", ""21.04.2000"", ""28.04.2000"", ""12.05.2000"", ""19.05.2000"", ""26.05.2000"", ""02.06.2000"", ""09.06.2000"", ""16.06.2000"", ""23.06.2000"", ""30.06.2000"", ""07.07.2000"", ""14.07.2000"", """", """"]","{""Kawasumi Ayako"": ""Abriel Nei Debrusc Borl Paryun Lafiel"", ""Imai Yuka"": ""Linn Syun-Rock Dreu Haider Jinto"", ""Shiozawa Kaneto"": ""Abriel Nei Lamsar Larth Balkei Dusanyu"", ""Koyasu Takehito"": ""Atosryua Syun-Atos Lyuf Raika Febdak Klowal Atosryua Syun-Atos Lyuf Raika Febdak Srguf"", ""Yamada Miho"": ""Atosuryua Syun-Atos Baron Febdash Roi"", ""Inoue Kazuhiko"": ""Bebaus Alon Nerem Nefee Bebaus Alon Nerem Nereis"", ""Shimizu Kaori"": ""Ekuryua Wef Tryuz Noel"", ""Ikemizu Michihiro"": ""Kaito"", ""Suzuka Chiharu"": ""Keneeshu Wef Stumal Kipeil"", ""Chiba Susumu"": ""Kufadis Wef Espiel Sespy""}","TV Series, 13 episodes","Spring 2000","14.04.2000 until 14.07.2000","nudity | cast | strong female lead | plot continuity | storytelling | dialogue driven | action | space battles | romance | slow when it comes to love | speculative fiction | science fiction | human enhancement | genetic modification | space opera | space travel | faster-than-light travel | Japanese production | novel | place | space | shipboard | time | future | fictional language | disaster | war | military | air force | sociocultural evolution","abilities | leadership(1) | accessories | sword(2) | clothing | military uniform(5) | entity | abh(12) | domestic cat(1) | human(5) | looks | black hair(1) | blue eyes(1) | blue hair(4) | braids(1) | brown eyes(2) | brown hair(1) | goatee(1) | green eyes(1) | grey eyes(1) | long hair(2) | pointy ears(1) | purple eyes(1) | purple hair(1) | red eyes(1) | scars(1) | short hair(3) | very long hair(1) | yellow eyes(1) | role | count(1) | princess(1) | vessel captain(1) | traits | adolescent(3) | ojou-sama laugh(1) | straightforward(1) | tsundere(1) | young adult(3)",8.49,508,"TV Series",2000,"{""Official website"": ""http://www.sunrise-inc.co.jp/seikai/"", ""Wiki (en)"": ""https://en.wikipedia.org/wiki/Banner_of_the_Stars"", ""Wiki (jp)"": ""https://ja.wikipedia.org/wiki/星界の戦旗"", ""Amazon"": ""https://www.amazon.com/dp/B07KMLC9CM"", ""Crunchyroll"": ""https://www.crunchyroll.com/series/GVDHX8QXW/"", ""Funimation"": ""https://www.funimation.com/shows/crest-of-the-stars-/"", "".lain"": ""http://lain.gr.jp/mediadb/media/278"", ""Allcinema"": ""https://www.allcinema.net/cinema/159941"", ""Anison"": ""http://anison.info/data/program/3820.html"", ""Syoboi"": ""https://cal.syoboi.jp/tid/1395/time"", ""ANN"": ""https://www.animenewsnetwork.com/encyclopedia/anime.php?id=447"", ""MAL"": ""https://myanimelist.net/anime/396"", ""VNDB"": ""https://vndb.org/v11600""}","3_3fc461de8806945bf9b411633f28cc1d7e1f092758e7e87b6019c48feb8ac511.png",\N,"3_3fc461de8806945bf9b411633f28cc1d7e1f092758e7e87b6019c48feb8ac511.png",\N
"Seikai no Senki II","Banner of the Stars II","星界の戦旗II","Based on the Seikai no Senki scifi novel series by Morioka Hiroyuki. The Abh star force won a decisive battle at Aptic Gate, completely breaking the counter offensive of the United Mankind fleet. Now a new operation has begun Operation Hunter seek and completely annihilate all of the remaining scattered fleet. Basroil, part of 4th fleet, was sent to the Lobnas system on an escort mission. Lafiel and Jinto were assigned to become acting governorvice governor of the system and negotiate with the planetside government to establish empire rule. But little did they know that that the Lobnas system is a prison planet of United Mankind and millions of prisoners are just about to start a rebellion to overwhelm the security forces detached there.","Sunrise",\N,"Nagaoka Yasuchika",\N,"Morioka Hiroyuki","Takeda Yuuichirou",\N,\N,"Hattori Katsuhisa","Watabe Keisuke",\N,"[""11.07.2001"", ""18.07.2001"", ""25.07.2001"", ""01.08.2001"", ""08.08.2001"", ""15.08.2001"", ""29.08.2001"", ""12.09.2001"", ""21.09.2001"", ""26.09.2001"", ""22.07.2005"", ""11.07.2001"", ""11.07.2001""]","{""Kawasumi Ayako"": ""Abriel Nei Debrusc Borl Paryun Lafiel"", ""Imai Yuka"": ""Linn Syun-Rock Dreu Haider Jinto"", ""Suzuoki Hirotaka"": ""Abriel Nei Debrusc Larth Kryb Debeus"", ""Shiozawa Kaneto"": ""Abriel Nei Lamsar Larth Balkei Dusanyu"", ""Inoue Kazuhiko"": ""Bebaus Alon Nerem Nefee Bebaus Alon Nerem Nereis"", ""Shimizu Kaori"": ""Ekuryua Wef Tryuz Noel"", ""Arimoto Kinryuu"": ""Geol Meideen"", ""Suzuka Chiharu"": ""Keneeshu Wef Stumal Kipeil"", ""Chiba Susumu"": ""Kufadis Wef Espiel Sespy"", ""Ootsuka Akio"": ""Samson Bolge Tilsal Tiluse""}","TV Series, 10 episodes","Summer 2001","11.07.2001 until 26.09.2001","violence | cast | strong female lead | plot continuity | storytelling | dialogue driven | action | gunfights | space battles | ecchi | romance | slow when it comes to love | speculative fiction | science fiction | human enhancement | genetic modification | space opera | space travel | faster-than-light travel | breasts | large breasts | TO BE MOVED TO CHARACTER | ruthless | TO BE MOVED TO EPISODE | flashback | Japanese production | novel | place | prison | prison planet | space | other planet | shipboard | time | future | fictional language | disaster | war | military | air force | sociocultural evolution","accessories | sword(1) | clothing | military uniform(4) | entity | abh(11) | domestic cat(1) | human(3) | looks | black hair(1) | blue eyes(1) | blue hair(5) | braids(1) | brown eyes(2) | brown hair(1) | green eyes(1) | grey eyes(1) | long hair(2) | moustache(1) | pointy ears(2) | purple eyes(2) | red eyes(1) | scars(1) | short hair(3) | shoulder-length hair(1) | very long hair(1) | role | count(1) | king(1) | princess(1) | vessel captain(1) | traits | adolescent(3) | brave(1) | ojou-sama laugh(1) | responsible(1) | tsundere(1) | young adult(3)",8.99,747,"TV Series",2001,"{""Official website"": ""http://www.sunrise-inc.co.jp/seikai/"", ""Wiki (en)"": ""https://en.wikipedia.org/wiki/Banner_of_the_Stars"", ""Wiki (jp)"": ""https://ja.wikipedia.org/wiki/星界の戦旗"", ""Crunchyroll"": ""https://www.crunchyroll.com/series/GVDHX8QXW/"", ""Funimation"": ""https://www.funimation.com/shows/crest-of-the-stars-/"", ""Allcinema"": ""https://www.allcinema.net/cinema/234608"", ""Anison"": ""http://anison.info/data/program/4768.html"", ""Syoboi"": ""https://cal.syoboi.jp/tid/1452/time"", ""ANN"": ""https://www.animenewsnetwork.com/encyclopedia/anime.php?id=448"", ""MAL"": ""https://myanimelist.net/anime/39333""}","4_14527add2d726a9c32e8c48a25d0222acf797518f11a3b59fdcd95b080ec4caa.png",\N,"4_14527add2d726a9c32e8c48a25d0222acf797518f11a3b59fdcd95b080ec4caa.png",\N
"Seikai no Danshou: Tanjou","Crest of the Stars: Birth","星界の断章 誕生","Based on a short story in the Readers Companion of the Seikai no Monshou scifi novel series by Morioka Hiroyuki. This is the story about how Debeus, Lafiels father, and Plakia after an adventure on a mysterious, abandoned spaceship decided to have a daughter together, and why Debeus gave her the name Lafiel.","Sunrise",\N,"Nabeshima Osamu",\N,"Morioka Hiroyuki",\N,\N,\N,"Hattori Katsuhisa","Watabe Keisuke",\N,"[""07.04.2000""]","{""Suzuoki Hirotaka"": ""Abriel Nei Debrusc Larth Kryb Debeus"", ""Takashima Gara"": ""Lexshu Wef-Robell Plakia"", ""Kawasumi Ayako"": ""Abriel Nei Debrusc Borl Paryun Lafiel""}","TV Special","Spring 2000","07.04.2000","cast | strong female lead | storytelling | dialogue driven | action | romance | speculative fiction | science fiction | human enhancement | genetic modification | space opera | Japanese production | novel | place | space | shipboard | time | future | sociocultural evolution","entity | abh(3) | human(1) | looks | blue hair(3) | brown eyes(1) | brown hair(1) | grey eyes(1) | long hair(1) | pointy ears(2) | purple eyes(1) | short hair(2) | shoulder-length hair(1) | yellow eyes(1) | role | count(1) | king(1) | princess(1) | vessel captain(1) | traits | adolescent(2) | tsundere(1) | young adult(2)",7.35,309,"TV Special",2000,"{""Official website"": ""http://www.sunrise-inc.co.jp/seikai/03/window.html"", ""Crunchyroll"": ""https://www.crunchyroll.com/series/GVDHX8QXW/"", ""Allcinema"": ""https://www.allcinema.net/cinema/160273"", ""Syoboi"": ""https://cal.syoboi.jp/tid/1373/time"", ""ANN"": ""https://www.animenewsnetwork.com/encyclopedia/anime.php?id=787"", ""MAL"": ""https://myanimelist.net/anime/1124""}","5_95b42b4358c7dc82f25f0c1a5eac9cf400def61ed43e3a9e4484794a0847e471.png",\N,"5_95b42b4358c7dc82f25f0c1a5eac9cf400def61ed43e3a9e4484794a0847e471.png",\N
"Mononoke-hime","Princess Mononoke","もののけ姫","In a tranquil mountain village, chaos erupts when a demon-possessed boar threatens its peace. Ashitaka, a young prince, bravely faces the beast to protect his community but is cursed in the process. Following his banishment as per tradition, Ashitaka embarks on a quest to find a cure for his affliction before it consumes him. Meanwhile, Iron Town, led by the formidable Lady Eboshi, thrives on the destruction of the forests to extract Ironsand for weaponry. This ruthless endeavor incites the wrath of animal clans, with the fearless San from the Wolf tribe leading the charge. When Ashitaka arrives at Iron Town, he is met with a battleground torn by conflict. Determined to broker peace and bridge the gap between humans and beasts, Ashitaka seeks to ally with the Wolf Clan. As the devastating war rages on and nature's balance is disturbed, Ashitaka yearns for redemption from the Spirit of the Forest. Will his efforts be enough to earn forgiveness and rid himself of the curse that threatens his very existence?","Studio Ghibli",\N,"Miyazaki Hayao",\N,"Miyazaki Hayao",\N,\N,\N,"Hisaishi Joe",\N,"Studio Ghibli","[""12.07.1997"", ""12.07.1997"", ""12.07.1997"", ""12.07.1997"", ""12.07.1997"", ""12.07.1997"", """", ""21.11.2001"", ""04.12.2013"", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]","{""Matsuda Youji"": ""Ashitaka"", ""Ishida Yuriko"": ""San"", ""Tanaka Yuuko"": ""Eboshi"", ""Kobayashi Kaoru"": ""Jigo-bou""}","Movie","Summer 1997","12.07.1997","violence | cast | strong female lead | strong male lead | action | martial arts | swordplay | samurai | adventure | angst | anthropomorphism | comedy | romance | speculative fiction | fantasy | deity | demon | magic | horror | super power | tragedy | Japanese production | new | place | Earth | Asia | Japan | time | past | historical | Muromachi period | mina | stand-alone movie | anti-war | coming of age | curse | disaster | war | environmentalism | man vs nature | fate | against destiny | military | feudal warfare | mythology | folklore | fairy tale | revenge","abilities | archery(1) | clever(2) | leadership(1) | accessories | bow(1) | cane(1) | katana(1) | knife(1) | mask(1) | sword(1) | clothing | cloak(1) | kimono(1) | robe(1) | entity | deity(3) | talking animal(2) | wild boar(1) | wolf(1) | fashion accessories | tiara(1) | looks | black eyes(2) | black hair(2) | brown eyes(1) | brown hair(1) | facial markings(1) | long hair(1) | short hair(2) | nationality | Japanese(3) | role | buddhist monk(1) | mayor(1) | prince(1) | princess(1) | samurai(1) | shaman(1) | traveller(1) | warrior(1) | traits | adolescent(1) | arrogant(1) | bloodthirsty(1) | brave(1) | calm(1) | earnest(1) | elderly(1) | emotionally stunted(1) | idealist(1) | introvert(1) | manipulative(2) | middle aged(1) | passionate(1) | physically strong(1) | pragmatic(2) | quiet(1) | selfish(1) | tsundere(1)",8.95,1020,"Movie",1997,"{""MAL"": ""https://myanimelist.net/anime/164"", ""Official website"": ""https://www.ghibli.jp/works/mononoke/"", ""Wiki (zh)"": ""https://zh.wikipedia.org/wiki/魔法公主"", ""Wiki (en)"": ""https://en.wikipedia.org/wiki/Princess_Mononoke"", ""Wiki (jp)"": ""https://ja.wikipedia.org/wiki/もののけ姫"", ""Wiki (ko)"": ""https://ko.wikipedia.org/wiki/모노노케_히메"", ""Netflix"": ""https://www.netflix.com/title/28630857"", ""Allcinema"": ""https://www.allcinema.net/cinema/159561"", ""Anison"": ""http://anison.info/data/program/1391.html"", ""Syoboi"": ""https://cal.syoboi.jp/tid/6509/time"", ""ANN"": ""https://www.animenewsnetwork.com/encyclopedia/anime.php?id=197"", ""IMDB"": ""https://www.imdb.com/title/tt0119698"", ""TMDB"": ""https://www.themoviedb.org/movie/128""}","6_9808ff81ed3187295c490cf527b1cc6540db78a602b29543e7f6cff975593666.png",\N,"6_9808ff81ed3187295c490cf527b1cc6540db78a602b29543e7f6cff975593666.png",\N
"Aquarian Age: Sign for Evolution","Aquarian Age: Sign for Evolution","アクエリアンエイジ Sign for Evolution","Kyouta and his friends Shingo and Jun dream of becoming a bigtime rock n roll band. Kyoutas childhood friend Yokko supports them as they work to make their dream come true. Just as things start to turn in their favour, however, Kyouta learns that there are greater forces at work and an Earthshattering conflict is about to begin. What part will Yokko and Kyouta play in the events to come?","Madhouse","Abe Hisashi Muroi Fumie","Oohashi Yoshimitsu",\N,"Broccoli","Souma Kazuhiko",\N,\N,"Kajiura Yuki","Abe Hisashi",\N,"[""11.01.2002"", ""18.01.2002"", ""25.01.2002"", ""01.02.2002"", ""08.02.2002"", ""15.02.2002"", ""22.02.2002"", ""01.03.2002"", ""08.03.2002"", ""15.03.2002"", ""22.03.2002"", ""29.03.2002"", ""29.03.2002"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]","{""Tanaka Nobuyuki"": ""Kamikurata Kyouta"", ""Morikawa Toshiyuki"": ""Abuto Keiji"", ""Aoki Mayuko"": ""Sannou Yoriko Sannou Yoriko Benzaiten"", ""Jou Masako"": ""Heguri Kiriko Heguri Kiriko"", ""Konishi Katsuyuki"": ""Hirota Shingo"", ""Minami Omi"": ""Hougetsu Asumi Hougetsu Asumi"", ""Yoshino Hiroyuki"": ""Kojima Jun`ichi"", ""Hikami Kyouko"": ""Kouno Yui Kouno Yui"", ""Itou Mika"": ""Lemon"", ""Takahashi Mikako"": ""Morino Kanae""}","TV Series, 13 episodes","Winter 2001/02","11.01.2002 until 29.03.2002","cast | stereotypes | plot continuity | action | angst | comedy | ecchi | skimpy clothing | henshin | romance | love polygon | slow when it comes to love | speculative fiction | fantasy | contemporary fantasy | super power | TO BE MOVED TO EPISODE | New Year`s Day | Japanese production | place | Earth | Asia | Japan | time | present | seinen | coming of age | daily life | occupation and career | entertainment industry | school life | high school | university | the arts | music | idol | musical band | performance","abilities | cooking(1) | cryokinesis(1) | flying(4) | magic(7) | playing guitar(1) | playing harmonica(1) | playing keyboard(1) | pyrokinesis(1) | singing(3) | accessories | bicycle(2) | bow(2) | glasses(5) | magic wand(1) | sunglasses(4) | clothing | cape(1) | nurse uniform(1) | school uniform(2) | security guard uniform(1) | thigh boots(1) | entity | deity(1) | werecat(2) | fashion accessories | ascot tie(1) | cap(2) | choker(2) | earring(8) | hachimaki(1) | hair ribbon(2) | hairband(1) | peaked cap(1) | ribbon tie(1) | sweatband(1) | fetish appeals | cleavage(1) | looks | balding(1) | black eyes(5) | black hair(14) | blue eyes(4) | blue hair(2) | braids(1) | brown eyes(6) | brown hair(16) | cyan eyes(1) | double hairbun(1) | feline pupils(1) | goatee(1) | green eyes(1) | green hair(2) | grey hair(1) | long hair(4) | makeup(2) | moustache(2) | pink hair(1) | pointy ears(3) | ponytail(2) | purple hair(4) | red eyes(1) | red hair(7) | short(1) | short hair(20) | shoulder-length hair(19) | tentacle(1) | twintails(2) | very long hair(1) | yellow hair(1) | organisation | musical band(1) | secret organisation(6) | talent agency(2) | role | actor(3) | camera operator(1) | cheerleader(1) | demon lord(1) | film director(2) | harem lead(1) | idol(2) | journalist(1) | librarian(2) | lyricist(1) | magical girl(1) | musician(1) | nurse(1) | office lady(3) | photographer(1) | radio personality(1) | school library committee member(1) | shopkeeper(2) | shrine maiden(2) | songwriter(1) | student(7) | talent manager(4) | teacher(3) | traits | adolescent(15) | alluring(1) | arrogant(2) | calm(2) | child(1) | cruel(2) | flirt(1) | immature(2) | impulsive(1) | jealous(3) | kind(1) | level-headed(1) | loud(1) | megalomaniac(1) | middle aged(10) | narcissistic(1) | possessive(2) | protection complex(2) | quiet(1) | ruthless(1) | sadist(1) | selfish(1) | shy(2) | strict(1) | violent(1) | withdrawn -- TO BE SPLIT AND DELETED(1) | young adult(23)",6.26,390,"TV Series",2002,"{""Official website"": ""http://www.jvcmusic.co.jp/m-serve/tv/aquarian-age/"", ""Wiki (en)"": ""https://en.wikipedia.org/wiki/Aquarian_Age:_Sign_for_Evolution"", ""Wiki (jp)"": ""https://ja.wikipedia.org/wiki/アクエリアンエイジ"", ""Allcinema"": ""https://www.allcinema.net/cinema/236841"", ""Anison"": ""http://anison.info/data/program/5062.html"", ""ANN"": ""https://www.animenewsnetwork.com/encyclopedia/anime.php?id=1147"", ""MAL"": ""https://myanimelist.net/anime/1224""}","7_35adbdda14e19441bdf4428918853ca760b5c3551d714a7e525335d608fdb595.png","2_5101dcbea51ccac7f400789f037b8c11637928efe11f97f19f7103f36b1c7bed.png","2_7e1f911d0c9b34a328bdd6a1d28ac60c50b4b6bff3768e0d6105aecef5bdb73d.png","2_00f371fe63a8665457df1f3a1d8699b218ee28ef31a1a3a61cb307f160b09472"
